2020-10-06,05:19:14,-,2020-10-06,05:24:19
2020-10-06,05:24:19,-,2020-10-06,09:20:54
2020-10-06,09:20:54,-,2020-10-06,09:50:04
2020-10-06,09:50:04,-,2020-10-06,18:03:19
2020-10-06,18:03:19,-,2020-10-06,18:09:59
2020-10-06,18:09:59,-,2020-10-07,11:37:24
2020-10-07,11:37:24,-,2020-10-07,11:40:54
2020-10-07,11:40:54,-,2020-10-08,00:31:49
2020-10-08,00:31:49,-,2020-10-08,00:39:49
2020-10-08,00:39:49,-,2020-10-08,06:29:29
2020-10-08,06:29:29,-,2020-10-08,06:50:19
2020-10-08,06:50:19,-,2020-10-08,06:58:44
2020-10-08,06:58:44,-,2020-10-08,06:58:54
2020-10-08,06:58:54,-,2020-10-08,12:25:19
2020-10-08,12:25:19,-,2020-10-08,12:28:39
2020-10-08,12:28:39,-,2020-10-08,15:32:19
2020-10-08,15:32:19,-,2020-10-08,15:51:29
2020-10-08,15:51:29,-,2020-10-08,17:48:49
2020-10-08,17:48:49,-,2020-10-08,17:53:04
2020-10-08,17:53:04,-,2020-10-08,18:14:19
2020-10-08,18:14:19,-,2020-10-08,18:20:14
2020-10-08,18:20:14,-,2020-10-09,05:39:14
2020-10-09,05:39:14,-,2020-10-09,05:41:29
2020-10-09,05:41:29,-,2020-10-09,09:16:54
2020-10-09,09:16:54,-,2020-10-09,09:35:09
2020-10-09,09:35:09,-,2020-10-10,07:18:39
2020-10-10,07:18:39,-,2020-10-10,07:30:14
2020-10-10,07:30:14,-,2020-10-10,08:15:49
2020-10-10,08:15:49,-,2020-10-10,08:20:54
2020-10-10,08:20:54,-,2020-10-10,13:53:49
2020-10-10,13:53:49,-,2020-10-10,13:54:04
2020-10-10,13:54:04,-,2020-10-10,18:42:04
2020-10-10,18:42:04,-,2020-10-10,18:50:39
2020-10-10,18:50:39,-,2020-10-10,21:25:39
2020-10-10,21:25:39,-,2020-10-10,21:28:59
2020-10-10,21:28:59,-,2020-10-11,03:56:34
2020-10-11,03:56:34,-,2020-10-11,03:58:24
2020-10-11,03:58:24,-,2020-10-12,00:47:49
2020-10-12,00:47:49,-,2020-10-12,00:49:44
2020-10-12,00:49:44,-,2020-10-12,06:27:19
2020-10-12,06:27:19,-,2020-10-12,06:28:44
2020-10-12,06:28:44,-,2020-10-12,08:56:14
2020-10-12,08:56:14,-,2020-10-12,08:57:19
2020-10-12,08:57:19,-,2020-10-12,16:41:19
2020-10-12,16:41:19,-,2020-10-12,16:43:04
2020-10-12,16:43:04,-,2020-10-12,17:14:19
2020-10-12,17:14:19,-,2020-10-12,17:15:09
2020-10-12,17:15:09,-,2020-10-12,21:16:44
2020-10-12,21:16:44,-,2020-10-12,21:25:44
2020-10-12,21:25:44,-,2020-10-13,23:26:59
2020-10-13,23:26:59,-,2020-10-13,23:33:04
2020-10-13,23:33:04,-,2020-10-14,03:06:39
2020-10-14,03:06:39,-,2020-10-14,03:10:19
2020-10-14,03:10:19,-,2020-10-14,03:44:29
2020-10-14,03:44:29,-,2020-10-14,03:46:19
2020-10-14,03:46:19,-,2020-10-14,11:24:19
2020-10-14,11:24:19,-,2020-10-14,11:38:49
2020-10-14,11:38:49,-,2020-10-14,23:17:19
2020-10-14,23:17:19,-,2020-10-14,23:36:29
2020-10-14,23:36:29,-,2020-10-15,10:17:29
2020-10-15,10:17:29,-,2020-10-15,10:31:19
2020-10-15,10:31:19,-,2020-10-15,15:39:54
2020-10-15,15:39:54,-,2020-10-15,15:44:29
2020-10-15,15:44:29,-,2020-10-15,20:17:34
2020-10-15,20:17:34,-,2020-10-15,20:18:29
2020-10-15,20:18:29,-,2020-10-16,02:11:39
2020-10-16,02:11:39,-,2020-10-16,02:16:19
2020-10-16,02:16:19,-,2020-10-16,06:47:34
2020-10-16,06:47:34,-,2020-10-16,06:54:29
2020-10-16,06:54:29,-,2020-10-16,11:23:44
2020-10-16,11:23:44,-,2020-10-16,11:28:04
2020-10-16,11:28:04,-,2020-10-16,12:48:24
2020-10-16,12:48:24,-,2020-10-16,12:53:14
2020-10-16,12:53:14,-,2020-10-16,13:15:59
2020-10-16,13:15:59,-,2020-10-16,13:23:14
